pub,主题码,主题名,标题_中文,country,year
CN121561819A,C24,闭环神经调控系统,一种基于神经反馈状态机的脑机智能协同系统和方法,中国,2026
CN122075018A,C24,闭环神经调控系统,-,中国,2026
EP4429757A4,C24,闭环神经调控系统,用于疼痛控制的闭环神经接口,欧洲专利局,2022
KR101325368B1,C24,闭环神经调控系统,装置，用于关闭-环脑电刺激用神经响应信号;,韩国,2012
US10500399B2,C24,闭环神经调控系统,用于神经刺激的反馈控制的方法和装置,美国,2015
US10932688B2,C24,闭环神经调控系统,基于脑电图的解码和闭环神经调控系统，用于评估和增强感觉运动学习,美国,2018
US11219766B2,C24,闭环神经调控系统,用于神经刺激的反馈控制的方法和装置,美国,2019
US11464980B2,C24,闭环神经调控系统,用于神经刺激的反馈控制的方法和装置,美国,2022
US12102827B2,C24,闭环神经调控系统,用于可植入刺激装置的监管器,美国,2019
US20090018609A1,C24,闭环神经调控系统,闭环反馈驱动神经调节,美国,2008
US20110224752A1,C24,闭环神经调控系统,微电极刺激治疗癫痫或其他神经系统疾病,美国,2009
US20220240846A1,C24,闭环神经调控系统,脑监测和刺激装置及方法,美国,2022
US20220266022A1,C24,闭环神经调控系统,神经反馈辅助DBS,美国,2022
US20230051757A1,C24,闭环神经调控系统,大脑监测和刺激装置及方法,美国,2022
US20230277851A1,C24,闭环神经调控系统,大脑监测和刺激装置及方法,美国,2023
US20240390676A2,C24,闭环神经调控系统,用于闭环脊髓刺激的高带宽系统,美国,2023
US7231254B2,C24,闭环神经调控系统,闭环反馈驱动的神经调节,美国,2004
US7324851B1,C24,闭环神经调控系统,闭环反馈驱动的神经调节,美国,2004
US7636602B2,C24,闭环神经调控系统,用于治疗足下垂和其它神经障碍的全植入式神经信号传感和刺激装置和方法,美国,2004
US8762065B2,C24,闭环神经调控系统,闭环反馈驱动神经调节,美国,2005
US9199089B2,C24,闭环神经调控系统,神经刺激器功率或极性选择的远程控制,美国,2012
US9345880B1,C24,闭环神经调控系统,用于情感控制闭环反馈驱动交感神经调节,美国,2006
WO2010025226A1,C24,闭环神经调控系统,微电极刺激用于治疗癫痫或其它神经障碍,世界知识产权组织,2009
WO2024086346A1,C24,闭环神经调控系统,用于闭环脊髓刺激的高带宽系统,世界知识产权组织,2023
WO2024178317A3,C24,闭环神经调控系统,深部脑刺激系统和方法,世界知识产权组织,2024
WO2025189249A1,C24,闭环神经调控系统,用于对闭环神经刺激治疗进行编程的方法和系统,世界知识产权组织,2025
ATE1793294T1,C25,脑电信号模式识别,脑机接口图像分类,其他,2016
CN111295673A,C25,脑电信号模式识别,神经反应检测器,中国,2018
CN115590532A,C25,脑电信号模式识别,-,中国,2022
CN118177832A,C25,脑电信号模式识别,一种基于局部升阶全局学习策略的脑电信号识别方法,中国,2023
CN118177832B,C25,脑电信号模式识别,一种基于局部升阶全局学习策略的脑电信号识别方法,中国,2023
CN118680581A,C25,脑电信号模式识别,一种用于辅助神经疾病诊断的智能脑电图分析系统,中国,2024
CN120105073B,C25,脑电信号模式识别,基于ai眼镜的个性化脑电模式识别方法、装置及设备,中国,2025
CN121891024A,C25,脑电信号模式识别,-,中国,2026
CN1850308A,C25,脑电信号模式识别,一种诱导脑电波同步的方法和装置,中国,2006
CZ304005B6,C25,脑电信号模式识别,具有自动识别用户功能的脑机接口,其他,2009
FR3161102A1,C25,脑电信号模式识别,通过构建模型增强的直接神经接口,法国,2024
IN202141062067A,C25,脑电信号模式识别,使用脑信号和Zynq SOC的智能情绪商处理,印度,2021
IN202641017292A,C25,脑电信号模式识别,用于生物医学应用的脑电图信号处理方法,印度,2026
IN202641050100A,C25,脑电信号模式识别,一种在极简脑机接口系统中利用单通道脑电信号进行心理状态分类的系统和方法,印度,2026
JP2010015584A,C25,脑电信号模式识别,用于脑波接口系统的启动单元、方法和计算机程序,日本,2009
JP6643771B2,C25,脑电信号模式识别,脑活动分析、脑活动分析方法及脑活动分析程序,日本,2015
KR1020130142476A,C25,脑电信号模式识别,脑波分析系统使用幅度-调制-状态的视觉诱发稳定电位的视觉刺激,韩国,2012
KR1020190045041A,C25,脑电信号模式识别,一种通过估计脑信号识别用户意图的方法及实现该方法的基于头戴式显示器的脑-机接口装置,韩国,2018
KR102029219B1,C25,脑电信号模式识别,一种通过估计脑信号来识别用户意图的方法，以及基于头戴式显示器实现该方法的脑机接口装置,韩国,2018
KR102570170B1,C25,脑电信号模式识别,基于思维图数据库的人机识别系统及方法及相同的人机识别方法,韩国,2020
KR20190045041A,C25,脑电信号模式识别,通过估计脑信号识别用户意图的方法以及实现该方法的基于头戴式显示器的脑机接口装置,韩国,2018
KR20230040041A,C25,脑电信号模式识别,用于检测眼睛开/闭状态的方法,韩国,2021
US10524683B2,C25,脑电信号模式识别,基于脑电图的使用闪烁视觉刺激识别人类意图的脑机接口装置和方法,美国,2015
US10795441B2,C25,脑电信号模式识别,通过估计脑信号识别用户意图的方法以及实现该方法的基于头戴式显示器的脑机接口装置,美国,2018
US11609633B2,C25,脑电信号模式识别,监测生物特征数据以确定精神状态和输入命令,美国,2020
US12070603B2,C25,脑电信号模式识别,神经反馈辅助DBS,美国,2022
US12586479B2,C25,脑电信号模式识别,基于脑电图增强记忆力的装置和方法,美国,2023
US20030171689A1,C25,脑电信号模式识别,一种检测脑活动的系统,美国,2003
US20110004115A1,C25,脑电信号模式识别,神经生理学数据的功能分析,美国,2008
US20190138885A1,C25,脑电信号模式识别,神经反应人体检测仪,美国,2017
US2019121431A1,C25,脑电信号模式识别,通过估计脑信号识别用户意图的方法以及实现该方法的基于头戴式显示器的脑机接口装置,美国,2018
US20210196958A1,C25,脑电信号模式识别,脑刺激与感知,美国,2020
US20220000426A1,C25,脑电信号模式识别,基于多模态脑机接口的系统和方法,美国,2019
US20220096841A1,C25,脑电信号模式识别,电极运动检测,美国,2020
US20250022606A1,C25,脑电信号模式识别,脑卒中的个性化检测,美国,2024
US20250072811A1,C25,脑电信号模式识别,脑刺激与感知,美国,2024
US62948723P0,C25,脑电信号模式识别,具有集成多路复用器的用于脑机接口的电极阵列,美国,2019
WO2016193979A1,C25,脑电信号模式识别,通过脑机接口进行图像分类,世界知识产权组织,2016
CN101058004A,C26,神经刺激电极装置,一种视皮层神经刺激装置及刺激方法,中国,2007
CN107374622A,C26,神经刺激电极装置,一种采集脑电信号的柔性干式电极及其制备方法,中国,2017
CN109222956A,C26,神经刺激电极装置,一种植入式光刺激和电记录集成的柔性神经电极,中国,2018
CN109364370A,C26,神经刺激电极装置,一种声电互相调控、跟随耦合刺激的方法及装置,中国,2018
CN111840803A,C26,神经刺激电极装置,一种结合预设频率和生物电反馈的变频磁刺激系统,中国,2020
CN111973874A,C26,神经刺激电极装置,一种光电组合刺激装置及方法,中国,2020
CN111973874B,C26,神经刺激电极装置,一种光电组合刺激装置及方法,中国,2020
CN112450939A,C26,神经刺激电极装置,-,中国,2020
CN112450939B,C26,神经刺激电极装置,-,中国,2020
CN114849059A,C26,神经刺激电极装置,一种无电池柔性植入式深部脑刺激器、系统和制备方法,中国,2022
CN114849059B,C26,神经刺激电极装置,一种无电池柔性植入式深部脑刺激器、系统和制备方法,中国,2022
CN121360335A,C26,神经刺激电极装置,一种植入式视神经脑机接口系统,中国,2025
CN122140264A,C26,神经刺激电极装置,基于耳机实时脑电监测-听觉刺激的无创脑机接口系统,中国,2026
CN205252318U,C26,神经刺激电极装置,一种双面多信息检测微脑电极芯片,中国,2015
EP3151742A1,C26,神经刺激电极装置,脑机接口头戴设备,欧洲专利局,2015
EP4015033A1,C26,神经刺激电极装置,柔性电极载体,欧洲专利局,2020
JP2009512505A,C26,神经刺激电极装置,嵌入式可充电neurostimulating,日本,2006
JP2012508635A,C26,神经刺激电极装置,细加工neurostimulating装置。,日本,2009
JP5041584B2,C26,神经刺激电极装置,神经细胞信号探针、神经细胞信号输出装置、神经细胞信号记录装置、神经细胞信号输入输出装置以及神经细胞电刺激器,日本,2007
KR102128092B1,C26,神经刺激电极装置,深部脑刺激透明电极阵列及使用其的神经信号检测方法,韩国,2018
KR20200016102A,C26,神经刺激电极装置,深部脑刺激透明电极阵列及使用其的神经信号检测方法,韩国,2018
US10357649B2,C26,神经刺激电极装置,神经接口系统,美国,2017
US10406350B2,C26,神经刺激电极装置,微制造的神经刺激装置,美国,2016
US10695556B2,C26,神经刺激电极装置,用于与神经组织相互作用的装置及其制造和使用方法,美国,2016
US11123548B2,C26,神经刺激电极装置,微制造的神经刺激装置,美国,2019
US11583656B2,C26,神经刺激电极装置,用于诊断和/或治疗的耦合无创神经调节的声刺激和电刺激的系统和方法,美国,2019
US11766560B2,C26,神经刺激电极装置,用于与神经组织相互作用的装置及其制造和使用方法,美国,2020
US20040186532A1,C26,神经刺激电极装置,刺激人脑干的系统和方法,美国,2004
US20050143790A1,C26,神经刺激电极装置,颅内神经接口系统,美国,2004
US20060106430A1,C26,神经刺激电极装置,用于降低侵入性和/或增强神经刺激功效的电极结构和相关方法,美国,2004
US20080033503A1,C26,神经刺激电极装置,用于降低侵入性和/或增强神经刺激功效的电极结构和相关方法,美国,2007
US20080071323A1,C26,神经刺激电极装置,使用颅内电极用于神经刺激和/或脑电描记术的方法和系统,美国,2007
US20090076567A1,C26,神经刺激电极装置,用于减少侵入性和/或增强神经刺激功效电极配置以及相关方法,美国,2008
US20100161017A1,C26,神经刺激电极装置,用于刺激大脑和测量光诱导神经元活性的装置及其制造方法,美国,2009
US20110028859A1,C26,神经刺激电极装置,用于监测神经系统中的靶并促进或控制细胞治疗的方法、系统和装置,美国,2009
US20110264178A1,C26,神经刺激电极装置,神经刺激探头,美国,2011
US20110301665A1,C26,神经刺激电极装置,微型神经刺激器,美国,2009
US20120277834A1,C26,神经刺激电极装置,微制造表面神经刺激装置及其制造和使用方法,美国,2010
US2016220136A1,C26,神经刺激电极装置,用于自动评估失神脑电图的方法、计算机程序及其评估设备,美国,2015
US2023346284A1,C26,神经刺激电极装置,用于人头部有毛发区域的具有滑动导电突起的干电极,美国,2023
US20240408396A1,C26,神经刺激电极装置,多网络神经调节,美国,2024
US4537198A,C26,神经刺激电极装置,电极帽,美国,1983
US6647296B2,C26,神经刺激电极装置,用于治疗神经系统疾病的可植入装置,美国,2001
US6915166B1,C26,神经刺激电极装置,优化耳蜗植入物电极选择,美国,2002
US7706888B2,C26,神经刺激电极装置,具有分流栅双平面电极,美国,2006
US7974705B2,C26,神经刺激电极装置,多路复用多电极神经刺激装置,美国,2009
US8014878B2,C26,神经刺激电极装置,柔性电路电极阵列,美国,2005
US8524311B1,C26,神经刺激电极装置,柔性电路电极阵列的制造方法,美国,2007
US8639344B2,C26,神经刺激电极装置,柔性电路电极阵列,美国,2006
US8738154B2,C26,神经刺激电极装置,多路复用多电极神经刺激装置,美国,2011
US9192767B2,C26,神经刺激电极装置,微制造表面神经刺激装置及其制造和使用方法,美国,2014
US9604051B2,C26,神经刺激电极装置,神经接口系统,美国,2014
WO0238031A2,C26,神经刺激电极装置,系统和方法用于确定癫痫发作的刺激参数用于该处理,世界知识产权组织,2000
WO2008109298A2,C26,神经刺激电极装置,神经接口系统,世界知识产权组织,2008
WO2010055421A1,C26,神经刺激电极装置,显微制造的神经刺激装置。,世界知识产权组织,2009
WO2013011474A2,C26,神经刺激电极装置,神经刺激系统,世界知识产权组织,2012
WO2022033039A1,C26,神经刺激电极装置,一种神经光电组合刺激装置及方法,世界知识产权组织,2021
AU2015200496A1,C27,认知意识神经评估,评估心理特性的方法和系统,澳大利亚,2015
AU2015200496B2,C27,认知意识神经评估,评估心理特性的方法和系统,澳大利亚,2015
CA2809827C,C27,认知意识神经评估,评估心理特性的方法和系统,加拿大,2011
CA3102455A1,C27,认知意识神经评估,用于认知健康评估的系统和方法,加拿大,2019
CN110755041A,C27,认知意识神经评估,基于脑血流的模拟失重条件下工作记忆能力评价方法,中国,2019
