pub,title,title_zh,摘要_中文,申请日,app_year,country,pub_date,主IPC分类号,IPC分类号,数据来源,是否主路径
US20110313308A1,Systems and Methods for Communicating with a Computer Using Brain Activity Patterns,使用脑活动模式与计算机通信的系统和方法,这里描述的实施例涉及用于与计算机通信的系统和方法。 所述系统包括具有传感器的捕获设备，所述传感器用于捕获指示由特定受试者在用户中产生的精神活动的特定脑活动模式，数据存储设备可操作用于存储多个存储的脑活动模式，每个所述脑活动模式与指示产生所述脑活动模式的受试者的至少一个计算机可读标记相关联。 该系统还具有处理器，用于接收捕获的脑活动模式，搜索匹配存储的脑活动模式，并且如果存在至少一个匹配存储的脑活动模式，则检索与至少一个匹配存储的脑活动模式相关联的至少一个标记。 捕获设备可以是EEG捕获设备，并且捕获和存储的脑活动模式是EEG简档。,2010-06-21,2010.0,US,2011-12-22,G08B21/00,G08B21/00; A61B5/04,incoPat,False
KR102191966B1,Apparatus and method for controlling display apparatus,用于控制显示设备的装置和方法,提供了一种利用用户环境信息向用户呈现刺激、获取用户对呈现刺激的脑电图信号、并基于获取的脑电图信号控制显示设备的方法和装置。根据本发明一个实施例的显示设备控制方法和装置，通过根据用户环境信息呈现合适的刺激，用户可以更方便地控制显示设备，并且可以根据用户意图以高精度控制显示设备。,2013-09-26,2013.0,KR,2020-12-17,G06F3/01,G06F3/01,BCI,False
US9730642B2,Neuropsychological spatiotemporal pattern recognition,神经心理时空模式识别,用于识别和分析神经心理流模式的系统和方法，包括创建神经心理流模式的知识库。该知识库通过以下方式形成：从多个研究组获取特定行为过程的信号，定位参与特定行为过程的活动源，识别行为过程的脑活动模式集，并对每个研究组的定位源和识别模式进行神经心理分析。神经心理分析包括识别所识别模式集的所有可能路径，基于特定行为过程的似然性对可能路径进行排序，并基于附加约束减少排序后的可能路径数量。提供了一种用于将从个体获取的信号与所创建的知识库进行比较的系统。这些获取的信号随后用于进一步更新现有知识库。,2015-05-05,2015.0,US,2017-08-15,G06K9/62,G06K9/62; G06K9/00; G06F17/18; A61B5/0476; A61B5/00; A61B5/04; G16Z99/00,BCI,False
US10772527B2,Brain matching,大脑匹配,本发明，其侧重于通过心理生理对刺激的反应进行个性和能力匹配，被称为大脑匹配。一般而言，本发明首先选择高度专业化的技能集和每个技能集的顶级表现者组。通过使用基本相同的测试，在一致的测试环境中进行大量刺激测试，通过心理生理刺激测试来分析各个组。刺激测试可以从数百到数千个图像，每个图像产生脑电波响应。神经网络、人工智能、深度学习计算机查看测试结果，将高度专业化的组与其他高度专业化的组进行比较，以将组的特征/响应共性减少为模板。然后使用相同的刺激对测试对象进行测试。分析对象的测试结果与各个专业专家组的相关性。,2017-03-20,2017.0,US,2020-09-15,G16H50/20,G16H50/20; A61B5/0484; G06N3/08; G06N3/02; G06Q10/06; A61B5/16; A61B5/0478; A61B5/00; G16H40/63,BCI,False
US12045389B2,Brain-computer interface,脑-计算机接口,公开了一种脑机接口中的自适应校准方法。该方法用于可靠地将神经信号与引起该神经信号的用户关注对象相关联。提供覆盖一个或多个对象的视觉刺激，至少一部分视觉刺激具有特征调制。脑机接口测量用户对观察对象的神经反应。对视觉刺激的神经反应与调制相关，当注意力集中在视觉刺激上时，相关性更强。基于确定的相关性，对用户神经反应的最终模型应用权重。神经信号模型权重和显示对象显示调制都进行自适应调整，以提高神经信号与引起这些信号的对象关联的确定性。,2020-07-31,2020.0,US,2024-07-23,G06F3/01,G06F3/01; G06F18/214,BCI,False
US2023116214A1,System and method for neurological function analysis and treatment using virtual reality systems,使用虚拟现实系统进行神经功能分析和治疗的系统和方法,一种使用虚拟现实系统为个人提供神经功能分析和治疗的系统和方法。该系统和方法包括：数据捕获系统，用于接收、融合和集成来自各种传感器的传感器数据；虚拟现实引擎，利用集成的传感器信息生成环境模型和跟踪模型；以及治疗引擎，可评估个人的认知和身体状况，基于评估确定训练方案，并在个人参与虚拟现实环境时应用疗法。训练方案可包括脑波同步和/或通过虚拟元素进行的双任务刺激。在一些实施例中，医疗专业人员可在虚拟现实环境中与个人互动。,2022-12-27,2022.0,US,2023-04-13,A63B22/06,A63B22/06; A63B22/00; A63F13/214; G06T19/00; G06F1/16; A63F13/212; A63F13/40; A63B23/04; A63B22/02; G06F3/01; A63F13/65; A63B24/00,BCI,False
US2018192907A1,Device and method to determine objectively visual memory of images,客观确定图像视觉记忆的装置和方法,一种装置、系统和计算机可读介质，使用对应于视觉诱发电位（VEP）的脑电图（EEG）来确定受试者对图像的视觉识别概率。该装置包括用于呈现与所述图像对应的一系列视觉刺激以诱发EEG信号的装置。图像的视觉刺激基于定时周期以定向序列呈现。至少一个棱镜放置在对应于所述图像的一系列视觉刺激前方。记录并处理由所述视觉刺激和放置在所述视觉刺激前方的所述棱镜诱发的EEG信号。生成对应于偏移存在的VEP，从而提供受试者对图像视觉识别的客观统计可靠性。,2017-08-04,2017.0,US,2018-07-12,A61B5/0478,A61B5/0478; G02B5/04; A61B5/0484; A61B5/00; G02B7/18; A61B5/04,BCI,False
CN118340502A,基于视觉刺激的认知评估的脑机接口系统及认知评估方法,基于视觉刺激的认知评估的脑机接口系统及认知评估方法,本发明提供了基于视觉刺激的认知评估的脑机接口系统及认知评估方法，系统包括：视觉刺激模块，用于呈现视觉刺激图像；眼动追踪模块，用于追踪用户眼球的注视向量；脑活动采集模块，用于采集用户脑活动电位信号；事件打标模块，用于记录呈现视觉刺激图像的时间戳，以及将呈现视觉刺激图像的时间戳同步至脑活动采集模块；人机交互模块，用于用户对视觉刺激进行反馈；计算模块，用于计算第一延迟时间、第二延迟时间和反馈延迟时间；以及，将第一延迟时间、第二延迟时间和反馈延迟时间作为认知特征参量，输入至深度网络模型，输出认知分类结果。本发明将脑活动信号、眼动数据、用户交互数据有效结合，提高了认知评估结果的准确性。,2024-06-18,2024.0,CN,2024-07-16,G06V10/10,G06V10/10; G06F3/01; A61B5/378; A61B5/374; A61B3/113; A61B5/00,BCI,False
US20220125368A1,SYSTEM AND METHOD FOR MODELING NEUROLOGICAL ACTIVITY,用于建模神经活动的系统和方法,一种用于建模神经活动的系统，包括具有一个或多个处理器的计算机，一个或多个计算机可读有形存储设备，以及存储在所述一个或多个存储设备中的至少一个上的程序指令。 所述程序指令被配置为接收由耦合到设置在脑上的多个电极的EEG设备产生的脑电(“EEG”)数据，所述EEG数据包括表示由所述多个电极在一段时间内检测到的电活动的多个波形； 生成表示脑的图形化脑模型； 将EEG数据转换成表示电活动的图形EEG模型； 将EEG模型与脑模型集成，从而能够在脑模型的上下文中对EEG模型进行可视化和与EEG模型进行交互； 以及将集成的EEG和脑模型传送到显示器。,2020-02-12,2020.0,US,2022-04-28,A61B5/388,A61B5/388; A61B5/00; A61B5/291; A61B5/369; A61B5/384; G16H20/70; G16H50/50,incoPat,False
WO2012145142A3,Control of electronic device using nerve analysis,利用神经分析控制电子设备,可以通过神经分析来控制电子设备，方法包括：使用与电子设备相关联的一个或多个神经传感器，测量设备用户的一个或多个身体部位的神经活动水平。可以基于每个确定的神经活动水平，确定用户的一个或多个身体部位与用户与电子设备的一个或多个组件预期交互之间的关系。可以基于确定的关系，为电子设备建立控制输入或减少的可能动作集。,2012-03-29,2012.0,WO,2014-05-01,G06F17/00,G06F17/00; A63F9/24,BCI,False
CN119759205A,跟踪视觉注意力的方法、计算设备和计算机可读存储介质,跟踪视觉注意力的方法、计算设备和计算机可读存储介质,公开了一种跟踪视觉注意力的方法、计算设备和计算机可读存储介质。所述方法包括：对屏幕对象的图形数据进行滤波以获得基本图像；识别基本图像内的感兴趣对象；通过处理基本图像的包括感兴趣对象的至少一部分以提取基本图像的高空间频率HSF分量来生成至少一个视觉刺激，每个刺激具有特性调制，特性调制被应用于基本图像的HSF分量，HSF分量具有高于预定高空间频率阈值的空间频率；经由显示器的图形用户界面GUI显示视觉刺激或每个视觉刺激；从神经信号捕获装置接收用户的神经信号；以及当用户观看视觉刺激或每个视觉刺激时，基于神经信号确定在所观看的图像中的用户的关注点，神经信号包括与用户的视觉注意力所指向的视觉刺激的特性调制相关联的信息。,2020-11-06,2020.0,CN,2025-04-04,A61B5/378,A61B5/378; A61B5/291; A61B5/256; G06F3/01,BCI,False
US20190138885A1,NEURAL RESPONSE HUMAN DETECTOR,神经反应人体检测仪,各方面提供了基于神经元响应的人检测器装置， 其中所述设备被配置为在向实体呈现第一感觉信息期间从实体获取脑电信号， 以及将所获得的脑电信号与多个训练好的脑电信号分布图部分中的每一个进行比较，所述多个训练好的脑电信号分布图部分被标记为第一感觉信息，所述第一感觉信息表示不同人最常产生的脑电信号，作为向所述人呈现与所述第一感觉信息相对应的感觉信息的函数。 感官信息。 因此，所配置的处理器根据所获得的脑电信号与被标记为具有最高最常用权重的第一感觉信息的训练的脑电信号分布图部分的匹配强度来确定该实体是否是人。,2017-11-08,2017.0,US,2019-05-09,G06N3/04,G06N3/04; G06N3/08,incoPat,False
EP3304255A1,Image classification by brain computer interface,通过脑机接口进行图像分类,公开了一种对图像进行分类的方法。该方法包括：对图像应用计算机视觉程序以检测其中疑似被目标占据的候选图像区域；向观察者呈现每个候选图像区域作为视觉刺激，同时从观察者的大脑收集神经生理信号；处理神经生理信号以识别指示观察者检测到目标的神经生理事件；以及至少部分地基于神经生理事件的识别来确定图像中是否存在目标。,2016-06-02,2016.0,EP,2018-04-11,G16H20/70,G16H20/70; G16H30/40; G06T7/00; G06F3/01; G06V10/25; G06V10/764,BCI,False
WO2024050545A2,"SYSTEMS, DEVICES AND METHODS FOR NEUROFEEDBACK TO PROMOTE BRAIN COHERENCE",用于促进大脑协同性的神经反馈的系统、设备和方法,公开了用于获取、分析和利用神经反馈以促进脑连贯性的设备、系统和方法。神经反馈是一种生物反馈形式，允许个体通过提供脑功能的视觉隐喻来调节其脑活动，从而使其易于操作。在本技术的一些实施例中，系统包括可由受试者穿戴的脑信号检测设备和包括显示器及脑机接口(BCI)的计算机设备，该BCI被配置为监测脑信号并根据基于阈值的神经反馈协议向受试者显示视觉、听觉和/或触觉刺激，以实现受试者大脑左右半球之间的脑信号连贯性。,2023-09-01,2023.0,WO,2024-03-07,A61N1/18,A61N1/18,BCI,False
